48
Src,Dest,Latency (ns),Bandwidth (GB/s)
29,45,500,5.0
45,30,500,5.0
30,45,500,5.0
45,31,500,5.0
31,45,500,5.0
45,32,500,5.0
32,45,500,5.0
45,33,500,5.0
33,45,500,5.0
45,34,500,5.0
34,45,500,5.0
45,35,500,5.0
35,45,500,5.0
45,36,500,5.0
36,45,500,5.0
45,37,500,5.0
37,45,500,5.0
45,38,500,5.0
38,45,500,5.0
45,39,500,5.0
39,45,500,5.0
45,40,500,5.0
40,45,500,5.0
45,41,500,5.0
41,45,500,5.0
45,42,500,5.0
42,45,500,5.0
45,43,500,5.0
43,45,500,5.0
45,47,500,5.0
47,45,500,5.0
46,0,500,5.0
0,46,500,5.0
46,1,500,5.0
1,46,500,5.0
46,2,500,5.0
2,46,500,5.0
46,3,500,5.0
3,46,500,5.0
46,4,500,5.0
4,46,500,5.0
46,5,500,5.0
5,46,500,5.0
46,6,500,5.0
6,46,500,5.0
46,7,500,5.0
7,46,500,5.0
46,8,500,5.0
8,46,500,5.0
46,9,500,5.0
9,46,500,5.0
46,10,500,5.0
10,46,500,5.0
46,11,500,5.0
11,46,500,5.0
46,12,500,5.0
12,46,500,5.0
46,13,500,5.0
13,46,500,5.0
46,14,500,5.0
14,46,500,5.0
46,15,500,5.0
15,46,500,5.0
46,16,500,5.0
16,46,500,5.0
46,17,500,5.0
17,46,500,5.0
46,18,500,5.0
18,46,500,5.0
46,19,500,5.0
19,46,500,5.0
46,20,500,5.0
20,46,500,5.0
46,21,500,5.0
21,46,500,5.0
46,22,500,5.0
22,46,500,5.0
46,23,500,5.0
23,46,500,5.0
46,24,500,5.0
24,46,500,5.0
46,25,500,5.0
25,46,500,5.0
46,26,500,5.0
26,46,500,5.0
46,27,500,5.0
27,46,500,5.0
46,28,500,5.0
28,46,500,5.0
46,29,500,5.0
29,46,500,5.0
46,30,500,5.0
30,46,500,5.0
46,31,500,5.0
31,46,500,5.0
46,32,500,5.0
32,46,500,5.0
46,33,500,5.0
33,46,500,5.0
46,34,500,5.0
34,46,500,5.0
46,35,500,5.0
35,46,500,5.0
46,36,500,5.0
36,46,500,5.0
46,37,500,5.0
37,46,500,5.0
46,38,500,5.0
38,46,500,5.0
46,39,500,5.0
39,46,500,5.0
46,40,500,5.0
40,46,500,5.0
46,41,500,5.0
41,46,500,5.0
46,42,500,5.0
42,46,500,5.0
46,43,500,5.0
43,46,500,5.0
46,44,500,5.0
44,46,500,5.0
47,0,500,5.0
0,47,500,5.0
47,1,500,5.0
1,47,500,5.0
47,2,500,5.0
2,47,500,5.0
47,3,500,5.0
3,47,500,5.0
47,4,500,5.0
4,47,500,5.0
47,5,500,5.0
5,47,500,5.0
47,6,500,5.0
6,47,500,5.0
47,7,500,5.0
7,47,500,5.0
47,8,500,5.0
8,47,500,5.0
47,9,500,5.0
9,47,500,5.0
47,10,500,5.0
10,47,500,5.0
47,11,500,5.0
11,47,500,5.0
47,12,500,5.0
12,47,500,5.0
47,13,500,5.0
13,47,500,5.0
47,14,500,5.0
14,47,500,5.0
47,15,500,5.0
15,47,500,5.0
47,16,500,5.0
16,47,500,5.0
47,17,500,5.0
17,47,500,5.0
47,18,500,5.0
18,47,500,5.0
47,19,500,5.0
19,47,500,5.0
47,20,500,5.0
20,47,500,5.0
47,21,500,5.0
21,47,500,5.0
47,22,500,5.0
22,47,500,5.0
47,23,500,5.0
23,47,500,5.0
47,24,500,5.0
24,47,500,5.0
47,25,500,5.0
25,47,500,5.0
47,26,500,5.0
26,47,500,5.0
47,27,500,5.0
27,47,500,5.0
47,28,500,5.0
28,47,500,5.0
47,29,500,5.0
29,47,500,5.0
47,30,500,5.0
30,47,500,5.0
47,31,500,5.0
31,47,500,5.0
47,32,500,5.0
32,47,500,5.0
47,33,500,5.0
33,47,500,5.0
47,34,500,5.0
34,47,500,5.0
47,35,500,5.0
35,47,500,5.0
47,36,500,5.0
36,47,500,5.0
47,37,500,5.0
37,47,500,5.0
47,38,500,5.0
38,47,500,5.0
47,39,500,5.0
39,47,500,5.0
47,40,500,5.0
40,47,500,5.0
47,41,500,5.0
41,47,500,5.0
47,42,500,5.0
42,47,500,5.0
47,43,500,5.0
43,47,500,5.0
47,44,500,5.0
44,47,500,5.0
47,45,500,5.0
45,47,500,5.0
